id_day,date,description,death_date,description_lower
8,2024-01-15,"Em Chartres, na Nêustria, actualmente na França, São Malardo , bispo.",(† c. 650),"em chartres, na nêustria, actualmente na frança, são malardo , bispo."
9,2024-01-15,"Em Val di Non, no Trentino, região da Itália, São Romeu , anacoreta, que, doando os seus bens à Igreja, levou vida de penitência num ermo que ainda hoje tem o seu nome.",(† c. s. VIII),"em val di non, no trentino, região da itália, são romeu , anacoreta, que, doando os seus bens à igreja, levou vida de penitência num ermo que ainda hoje tem o seu nome."
10,2024-01-15,"Em Lião, na Gália, o passamento de São Bonito , bispo de Auvergne, que, sendo governador de Marselha, foi chamado ao episcopado para ocupar o lugar de seu irmão Santo Avito; dez anos depois renunciou a essa função, retirou-se no cenóbio de Manlieu e, ao regressar de uma peregrinação a Roma, morreu em Lião.",(† c. 710),"em lião, na gália, o passamento de são bonito , bispo de auvergne, que, sendo governador de marselha, foi chamado ao episcopado para ocupar o lugar de seu irmão santo avito; dez anos depois renunciou a essa função, retirou-se no cenóbio de manlieu e, ao regressar de uma peregrinação a roma, morreu em lião."
11,2024-01-15,"Em Armo, próximo de Réggio Calábria, na Calábria, região da Itália, Santo Arsénio , eremita, eminente pela sua oração e austeridade.",(† 904),"em armo, próximo de réggio calábria, na calábria, região da itália, santo arsénio , eremita, eminente pela sua oração e austeridade."
12,2024-01-15,"Em Saint-Gilles-les-Boucheries, na Provença, região da França, o Beato Pedro de Castelnau , presbítero e mártir, que, tendo entrado no mosteiro cisterciense de Frontfroide, foi enviado pelo papa Inocêncio III como missionário apostólico para restabelecer a paz e fortalecer a fé na Provença; morreu à mão dos hereges trespassado por uma lança.",(† 1208),"em saint-gilles-les-boucheries, na provença, região da frança, o beato pedro de castelnau , presbítero e mártir, que, tendo entrado no mosteiro cisterciense de frontfroide, foi enviado pelo papa inocêncio iii como missionário apostólico para restabelecer a paz e fortalecer a fé na provença; morreu à mão dos hereges trespassado por uma lança."
13,2024-01-15,"Em Città della Pieve, na Úmbria, região da Itália, o Beato Tiago , chamado o Caritativo , que, sendo jurisconsulto, se tornou advogado dos pobres e dos oprimidos.",(† 1304),"em città della pieve, na úmbria, região da itália, o beato tiago , chamado o caritativo , que, sendo jurisconsulto, se tornou advogado dos pobres e dos oprimidos."
14,2024-01-15,"No território de Gualdo Tadino, também na Úmbria, o Beato Ângelo , eremita.",(† 1325),"no território de gualdo tadino, também na úmbria, o beato ângelo , eremita."
15,2024-01-15,"Em Fu’an, cidade da província Fujian, na China, São Francisco Fernández de Capillas , presbítero da Ordem dos Pregadores e mártir, que, depois de levar o nome de Cristo às Ilhas Filipinas e a Fujian, durante a perseguição dos Tártaros foi encarcerado durante muito tempo e por fim decapitado.",(† 1648),"em fu’an, cidade da província fujian, na china, são francisco fernández de capillas , presbítero da ordem dos pregadores e mártir, que, depois de levar o nome de cristo às ilhas filipinas e a fujian, durante a perseguição dos tártaros foi encarcerado durante muito tempo e por fim decapitado."
16,2024-01-15,"Em Steyl, localidade da Holanda, Santo Arnaldo Janssen , presbítero, que fundou a Sociedade do Verbo Divino para a propagação da fé nas missões.",(† 1909),"em steyl, localidade da holanda, santo arnaldo janssen , presbítero, que fundou a sociedade do verbo divino para a propagação da fé nas missões."
17,2024-01-15,"Em Berlim, na Alemanha, o Beato Nicolau Gross , pai de família e mártir, que, intensamente dedicado à questão social, se opôs por todos os meios ao regime opressor da dignidade humana e hostil à religião e, por não querer actuar contra os mandamentos de Deus, foi encarcerado e enforcado, tornando-se participante da vitória de Cristo.",(† 1945),"em berlim, na alemanha, o beato nicolau gross , pai de família e mártir, que, intensamente dedicado à questão social, se opôs por todos os meios ao regime opressor da dignidade humana e hostil à religião e, por não querer actuar contra os mandamentos de deus, foi encarcerado e enforcado, tornando-se participante da vitória de cristo."
1,2024-01-16,"Em Roma, no cemitério de Priscila, junto à Via Salária Nova, o sepultamento de São Marcelo I , papa, que, como refere São Dâmaso, foi um verdadeiro pastor, ferozmente hostilizado pelos apóstatas que recusavam aceitar a penitência por ele estabelecida e, insidiosamente denunciado perante o tirano, foi expulso da pátria e morreu no exílio.",(† 309),"em roma, no cemitério de priscila, junto à via salária nova, o sepultamento de são marcelo i , papa, que, como refere são dâmaso, foi um verdadeiro pastor, ferozmente hostilizado pelos apóstatas que recusavam aceitar a penitência por ele estabelecida e, insidiosamente denunciado perante o tirano, foi expulso da pátria e morreu no exílio."
2,2024-01-16,"Em Aulona, no Ilírico, na actual Albânia, São Danate , mártir.",(† data inc.),"em aulona, no ilírico, na actual albânia, são danate , mártir."
3,2024-01-16,"Em Rinocorura, no Egipto, São Melas , bispo, que, no tempo do imperador ariano Valente, depois de padecer o exílio pela sua fidelidade à verdadeira fé, descansou em paz.",(† c. 390),"em rinocorura, no egipto, são melas , bispo, que, no tempo do imperador ariano valente, depois de padecer o exílio pela sua fidelidade à verdadeira fé, descansou em paz."
4,2024-01-16,"Em Arles, na Provença, região da Gália, Santo Honorato , bispo, que fundou um célebre mosteiro na ilha de Lérins e depois aceitou o governo da Igreja de Arles.",(† 429),"em arles, na provença, região da gália, santo honorato , bispo, que fundou um célebre mosteiro na ilha de lérins e depois aceitou o governo da igreja de arles."
5,2024-01-16,"Em Moutiers, na Gália Vienense, actualmente também na França, São Tiago , bispo, discípulo de Santo Honorato de Lérins.",(† s. V),"em moutiers, na gália vienense, actualmente também na frança, são tiago , bispo, discípulo de santo honorato de lérins."
6,2024-01-16,"Em Oderzo, na região da Itália, São Ticiano , bispo.",(† s. V),"em oderzo, na região da itália, são ticiano , bispo."
7,2024-01-16,"Em Tours, na Gália Lionense, actualmente na França, a comemoração de São Leobácio , abade, que designado pelo seu mestre Santo Urso como superior do mosteiro de Sennevière, viveu em admirável santidade até avançada idade.",(† s. V),"em tours, na gália lionense, actualmente na frança, a comemoração de são leobácio , abade, que designado pelo seu mestre santo urso como superior do mosteiro de sennevière, viveu em admirável santidade até avançada idade."
8,2024-01-16,"Em Dombes, também na Gália Lionense, actualmente na França, São Trevério , presbítero, monge e finalmente eremita.",(† c. 550),"em dombes, também na gália lionense, actualmente na frança, são trevério , presbítero, monge e finalmente eremita."
9,2024-01-16,"Em Mézerolles, junto ao rio Authie, na Gália, actualmente também na França, São Furseu , que foi abade na Irlanda, depois na Inglaterra, finalmente na Gália, onde fundou a abadia de Lagny.",(† c. 650),"em mézerolles, junto ao rio authie, na gália, actualmente também na frança, são furseu , que foi abade na irlanda, depois na inglaterra, finalmente na gália, onde fundou a abadia de lagny."
10,2024-01-16,"Em Bagno di Romagna, na actual Emília-Romanha, região da Itália, Santa Joana , virgem, que, recebida na Ordem Camaldulense, resplandeceu singularmente pela sua obediência e humildade.",(† 1105),"em bagno di romagna, na actual emília-romanha, região da itália, santa joana , virgem, que, recebida na ordem camaldulense, resplandeceu singularmente pela sua obediência e humildade."
11,2024-01-16,"Em Marrakech, cidade da Mauritânia, a paixão dos santos mártires Berardo , Otão , Pedro , presbíteros, Acúrsio e Adjuto , religiosos da Ordem dos Menores, que, enviados por São Francisco para anunciar aos muçulmanos o Evangelho de Cristo, foram primeiramente presos em Sevilha e levados para Marrocos, onde consumaram o martírio, mortos ao fio da espada pelo príncipe mouro.",(† 1226),"em marrakech, cidade da mauritânia, a paixão dos santos mártires berardo , otão , pedro , presbíteros, acúrsio e adjuto , religiosos da ordem dos menores, que, enviados por são francisco para anunciar aos muçulmanos o evangelho de cristo, foram primeiramente presos em sevilha e levados para marrocos, onde consumaram o martírio, mortos ao fio da espada pelo príncipe mouro."
12,2024-01-16,"Em Kandy, no Ceilão, actual Sri Lanka, ilha do Oceano Índico, São José Vaz , presbítero da Congregação do Oratório, que, sendo natural de Goa, partiu em missão para aquela terra e, percorrendo com admirável ardor os agrestes caminhos rurais onde os católicos permaneciam clandestinos e dispersos, incansavelmente os confirmou na fé, pregando com grande zelo apostólico o Evangelho da salvação.",(† 1711),"em kandy, no ceilão, actual sri lanka, ilha do oceano índico, são josé vaz , presbítero da congregação do oratório, que, sendo natural de goa, partiu em missão para aquela terra e, percorrendo com admirável ardor os agrestes caminhos rurais onde os católicos permaneciam clandestinos e dispersos, incansavelmente os confirmou na fé, pregando com grande zelo apostólico o evangelho da salvação."
13,2024-01-16,"Em Bréscia, na Itália, o Beato José António Tovíni , que, sendo professor, fundou muitas escolas cristãs e edificou numerosas obras públicas, dando sempre, nas suas actividades, o testemunho da sua oração e das suas virtudes.",(† 1897),"em bréscia, na itália, o beato josé antónio tovíni , que, sendo professor, fundou muitas escolas cristãs e edificou numerosas obras públicas, dando sempre, nas suas actividades, o testemunho da sua oração e das suas virtudes."
14,2024-01-16,"Em Valência, na Espanha, a Beata Joana Maria Condesa Lluch , virgem, que trabalhou com grande diligência, humildade, amor, caridade e sacrifício, para ajudar os pobres, as crianças e as jovens operárias, fundando com essa finalidade a Congregação das Escravas da Imaculada Conceição, Protectoras das Operárias.",(† 1916),"em valência, na espanha, a beata joana maria condesa lluch , virgem, que trabalhou com grande diligência, humildade, amor, caridade e sacrifício, para ajudar os pobres, as crianças e as jovens operárias, fundando com essa finalidade a congregação das escravas da imaculada conceição, protectoras das operárias."
1,2024-01-17,"Memória de Santo Antão , abade, que, tendo perdido os seus pais, distribuiu todos os seus bens pelos pobres, seguindo os preceitos evangélicos, e se retirou para a solidão da Tebaida, no Egipto, onde começou a praticar a vida ascética; colaborou com grande zelo no fortalecimento da Igreja, ajudando os confessores da fé durante a perseguição de Diocleciano, e apoiou Santo Atanásio na luta contra os arianos. Foram tantos os seus discípulos, que mereceu ser considerado pai dos monges.",(† 356),"memória de santo antão , abade, que, tendo perdido os seus pais, distribuiu todos os seus bens pelos pobres, seguindo os preceitos evangélicos, e se retirou para a solidão da tebaida, no egipto, onde começou a praticar a vida ascética; colaborou com grande zelo no fortalecimento da igreja, ajudando os confessores da fé durante a perseguição de diocleciano, e apoiou santo atanásio na luta contra os arianos. foram tantos os seus discípulos, que mereceu ser considerado pai dos monges."
2,2024-01-17,"Na Capadócia, na actual Turquia, os santos Espeusipo , Elasipo , Melasipo , irmãos, e sua avó, Leonila , mártires.",(† data inc.),"na capadócia, na actual turquia, os santos espeusipo , elasipo , melasipo , irmãos, e sua avó, leonila , mártires."
3,2024-01-17,"No Osroene, num território actualmente situado entre a Síria e a Turquia, a comemoração de São Julião , asceta, chamado pelos antigos Sabas , isto é, Ancião , que, embora tivesse abandonado o bulício da cidade, deixou temporariamente a sua amada solidão, para refutar tenazmente em Antioquia os sequazes da heresia ariana.",(† c. 377),"no osroene, num território actualmente situado entre a síria e a turquia, a comemoração de são julião , asceta, chamado pelos antigos sabas , isto é, ancião , que, embora tivesse abandonado o bulício da cidade, deixou temporariamente a sua amada solidão, para refutar tenazmente em antioquia os sequazes da heresia ariana."
