date,description,death_date
2024-03-17,"<p><strong>10♦.   </strong>Em Catumbi, no Brasil, a Beata <strong>Maria Bárbara da Santíssima Trindade </strong>(Bárbara Maix), virgem, fundadora da Congregação das Irmãs do Imaculado Coração de Maria.</p>",(† 1873)
2024-03-17,"<p><strong>11*.   </strong>Em Málaga, na Espanha, o Beato <strong>João Nepomuceno Zegri y Moreno</strong>, presbítero, que consagrou o seu ministério ao serviço da Igreja e das almas e, para melhor procurar a glória de Deus Pai em Cristo, fundou a Congregação das Irmãs da Caridade de Nossa Senhora das Mercês.</p>",(† 1905)
2024-03-18,"<p>São <strong>Cirilo</strong>, bispo de Jerusalém e doutor da Igreja, que, tendo sofrido muitos ultrajes dos arianos por causa da fé e expulso várias vezes da sua sede episcopal, expôs admiravelmente aos fiéis a recta doutrina, a Escritura e os santos mistérios com homilias e catequeses.</p>",(† c. 386/387)
2024-03-18,"<p><strong>2.   </strong>Comemoração de Santo <strong>Alexandre</strong>, bispo e mártir, que, tendo vindo da Capadócia para Jerusalém, exerceu o ministério pastoral nesta Cidade Santa, fundou uma excelente biblioteca e abriu uma escola. Mais tarde, durante a perseguição do imperador Décio, quando já brilhavam os cabelos brancos da sua veneranda velhice, foi conduzido a Cesareia da Palestina e aí sofreu o martírio pela fé em Cristo.</p>",(† c. 250)
2024-03-18,"<p><strong>3.   </strong>Em Lucca, na Etrúria, hoje na Toscana, região da Itália, São <strong>Frigdiano</strong>, bispo, natural da Irlanda, que congregou clérigos num mosteiro, para benefício do povo desviou o curso do rio Sérchio, tornando mais fértil a terra, e converteu à fé católica os Lombardos que tinham invadido a região.</p>",(† c. 588)
2024-03-18,"<p><strong>4.   </strong>Em Tours, cidade da Nêustria, actualmente na França, São <strong>Leobardo</strong>, que viveu recluso numa pequena cela próxima do mosteiro de Marmoutier, onde resplandeceu pela sua admirável abstinência e humildade.</p>",(† c. 593)
2024-03-18,"<p><strong>5.   </strong>Em Saragoça, na Hispânia Tarraconense, São <strong>Bráulio</strong>, bispo, que ajudou Santo Isidoro, de quem foi grande amigo, a restaurar a disciplina eclesiástica em toda a Hispânia e foi seu digno sucessor na eloquência e sabedoria.</p>",(† 651)
2024-03-18,"<p><strong>6.   </strong>Perto de Wareham, localidade da Inglaterra, Santo <strong>Eduardo</strong>, rei dos Ingleses, dolosamente assassinado ainda jovem pelos servos da madrasta.</p>",(† 978)
2024-03-18,"<p><strong>7.   </strong>Em Mântua, na Lombardia, região da Itália, o passamento de Santo <strong>Anselmo</strong>, bispo de Lucca, fidelíssimo à Sé Romana, que, no conflito sobre as investiduras, restituiu ao papa Gregório VII o anel e o báculo pastoral que relutantemente recebera do imperador Henrique IV e, expulso da sua sede pelos cónegos que recusavam a vida comum, foi enviado à Lombardia como legado do papa, que encontrou nele um valioso colaborador.</p>",(† 1086)
2024-03-18,"<p><strong>8.   </strong>Em Cágliari, na Sardenha, São <strong>Salvador Grionesos de Horta</strong>, religioso da Ordem dos Frades Menores, que se tornou um humilde instrumento de Cristo para salvação dos corpos e das almas.</p>",(† 1567)
2024-03-18,"<p><strong>9*.   </strong>Em Lencastre, na Inglaterra, os beatos <strong>João Thules</strong>, presbítero, e <strong>Rogério</strong> <strong>Wrenno</strong>, oriundos do mesmo condado, mártires de Cristo no reinado de Jaime I.</p>",(† 1616)
2024-03-18,"<p><strong>10*.   </strong>No mosteiro de Saint-Sauveur-le-Vicomte, na Normandia, região da França, a Beata <strong>Marta</strong> (Amata Le Bouteiller), virgem das Irmãs das Escolas Cristãs da Misericórdia, que, animada pela sua plena confiança em Deus, desempenhou sempre com inalterável paciência os ofícios mais humildes.</p>",(† 1883)
2024-03-18,"<p><strong>11♦.</strong>   Em Florença, na Itália, a Beata <strong>Celestina da Mãe de Deus</strong> (Maria Ana Donáti), virgem, fundadora da Congregação das Filhas Pobres de São José de Calasans.</p>",(† 1925)
2024-03-19,"<p>Solenidade de São <strong>José</strong>, esposo da Santíssima Virgem Maria, homem justo, da descendência de David, que exerceu a missão de pai do Filho de Deus, Jesus Cristo, o qual quis ser chamado filho de José e lhe foi submisso como um filho a seu pai. A Igreja venera com especial honra como seu patrono aquele que o Senhor constituiu chefe da sua família.</p>
<p> </p>",
2024-03-19,"<p><strong>2.   </strong>Em Spoleto, na Úmbria, região da Itália, São <strong>João</strong>, abade de Párrano, que orientou como pai um grande número de servos de Deus.</p>",(† s. VI)
2024-03-19,"<p><strong>3*.   </strong>Em Pavia, na Lombardia, também região da Itália, o Beato <strong>Isnardo de Chiampo</strong>, presbítero da Ordem dos Pregadores, que fundou nesta cidade um convento da sua Ordem.</p>",(† 1244)
2024-03-19,"<p><strong>4*.   </strong>Em Sena, na Etrúria, hoje na Toscana, também região da Itália, o Beato <strong>André Galleráni</strong>, que visitou e confortou solicitamente os enfermos e os atribulados e congregou vários companheiros na associação dos Irmãos da Misericórdia, para que, como leigos sem votos, se dedicassem ao serviço dos pobres e dos enfermos.</p>",(† 1251)
2024-03-19,"<p><strong>5*.   </strong>Em Camerino, no Piceno, hoje nas Marcas, também região da Itália, o Beato <strong>João Burálli de Parma</strong>, presbítero da Ordem dos Menores, que o papa Inocêncio IV enviou como delegado aos Gregos, para procurar restabelecer a sua comunhão com os Latinos.</p>",(† 1289)
2024-03-19,"<p><strong>6*.   </strong>Em Pavia, na Lombardia, igualmente região da Itália, a Beata <strong>Sibilina Biscóssi</strong>, virgem, que, ficando cega aos doze anos, passou sessenta e cinco anos reclusa numa cela contígua à igreja da Ordem dos Pregadores, iluminando com a sua luz interior muitas pessoas que a ela acorriam.</p>",(† 1367)
2024-03-19,"<p><strong>7*.   </strong>Em Vicenza, no Véneto, também região da Itália, o Beato <strong>Marcos de Márchio de Montegallo</strong>, presbítero da Ordem dos Menores, que, para socorrer a indigência dos pobres, criou a obra denominada Monte de Piedade.</p>",(† 1496)
2024-03-19,"<p><strong>8♦.   </strong>Em Monistrol de Monserrat, na localidade da província de Barcelona, na Espanha, o Beato <strong>Félix José</strong> (José Trilla Lastra), religioso da Congregação dos Irmãos das Escolas Cristãs e mártir, que, durante a perseguição contra a Igreja, foi morto em ódio à religião.</p>",(† 1936)
2024-03-19,"<p><strong>9*.   </strong>Perto de Munique, cidade da Baviera, na Alemanha, o Beato<strong> Narciso Turchan</strong>, presbítero da Ordem dos Frades Menores e mártir, que, da Polónia, submetida a um nefasto regime, foi deportado por causa da sua fé para o campo de concentração de Dachau, onde morreu vitimado pelas torturas.</p>",(† 1942)
2024-03-19,"<p><strong>10*.   </strong>Em Mauthausen, na Áustria, o Beato<strong> Marcelo Callo</strong>, mártir, que, vindo ainda jovem de Rennes, cidade da França, durante a guerra confortava com o estímulo fervoroso da fé os seus companheiros de cativeiro, exaustos por tão duros trabalhos forçados, e por isso foi morto num campo de extermínio.</p>",(† 1945)
2024-03-20,"<p><strong>1.   </strong>Comemoração de Santo <strong>Arquipo</strong>, companheiro do apóstolo São Paulo, que o menciona nas suas epístolas a Filémon e aos Colossenses.</p>",
2024-03-20,"<p><strong>2.   </strong>Em Antioquia, na Síria, actualmente na Turquia, os santos <strong>Paulo</strong>, <strong>Cirilo</strong> e <strong>outro</strong>, mártires.</p>",(† data inc.)
2024-03-20,"<p><strong>3*.   </strong>Em Metz, na Gália Bélgica, hoje na França, Santo <strong>Urbício</strong>, bispo.</p>",(† c. 450)
2024-03-20,"<p><strong>4*.   </strong>Em Braga, cidade da Galécia, hoje em Portugal, São <strong>Martinho</strong>, bispo, oriundo da Panónia, na actual Hungria. A sua memória celebra-se em Portugal, juntamente com a dos santos bispos Frutuoso e Geraldo, no dia cinco de Dezembro.</p>",(† c. 579)
2024-03-20,"<p><strong>5.   </strong>Na ilha de Farne, na Nortúmbria, na actual Inglaterra, o passamento de São <strong>Cutberto</strong>, bispo de Lindisfarne, que no seu ministério pastoral resplandeceu pela mesma diligência anteriormente demonstrada no mosteiro e no ermo, e conseguiu conciliar pacificamente a austeridade e modo de viver dos Celtas com os costumes romanos.</p>",(† 687)
2024-03-20,"<p><strong>6.   </strong>No mosteiro de Fontenelle, na Nêustria, actualmente na França, a deposição de São <strong>Vulfrano</strong>, que, sendo monge, foi eleito bispo de Sens e se dedicou a levar ao povo dos Frisões a mensagem evangélica; finalmente, regressou ao mosteiro de Fontenelle, onde morreu em paz.</p>",(† c. 700)
2024-03-20,"<p><strong>7.   </strong>Comemoração de São <strong>Nicetas</strong>, bispo de Apolónia, na Macedónia, que foi exilado pelo imperador Leão o Arménio por defender o culto das sagradas imagens.</p>",(† 733)
2024-03-20,"<p><strong>8.   </strong>Na laura de São Sabas, na Palestina, a paixão dos santos <strong>vinte monges</strong>, que durante a incursão dos Sarracenos morreram sufocados pelo fumo na igreja da Mãe de Deus.</p>",(† 797)
2024-03-20,"<p><strong>9*.   </strong>Em Sena, na Etrúria, hoje na Toscana, região da Itália, o Beato <strong>Ambrósio Sansedóni</strong>, presbítero da Ordem dos Pregadores, discípulo de Santo Alberto Magno, que, apesar da sua eminente sabedoria e pregação, procedeu sempre com a maior simplicidade para com todos.</p>",(† 1287)
2024-03-20,"<p><strong>10.   </strong> Em Praga, na Boémia, actualmente na Chéquia, São <strong>João</strong> <strong>Nepomuceno</strong>, presbítero e mártir, que, pela defesa da Igreja sofreu a persistente perseguição do rei Venceslau IV e, depois de muitos tormentos e atrocidades, foi lançado vivo ao rio Moldávia.</p>",(† 1393)
2024-03-20,"<p><strong>11*.   </strong>Em Mântua, na Lombardia, região da Itália, o Beato <strong>Baptista</strong> <strong>Spagnóli</strong>, presbítero da Ordem dos Carmelitas, que restabeleceu a paz entre os príncipes e reformou a sua Ordem, da qual foi nomeado, contra o seu desejo, superior geral.</p>",(† 1516)
2024-03-20,"<p><strong>12*.   </strong>Em Florença, na Etrúria, actualmente na Toscana, região da Itália, o Beato <strong>Hipólito</strong> <strong>Galantíni</strong>, que fundou a Irmandade da Doutrina Cristã e trabalhou ardorosamente na formação catequética dos pobres e dos humildes.</p>",(† 1619)
2024-03-20,"<p><strong>13*.   </strong>Em Ernée, localidade do território de Mayenne, na França, a Beata <strong>Joana</strong> <strong>Verón</strong>, virgem e mártir, que se entregou ao cuidado das crianças e dos enfermos e, durante a Revolução Francesa, por ter ocultado sacerdotes aos perseguidores, foi morta ao fio da espada.</p>",(† 1794)
2024-03-20,"<p><strong>14*.   </strong>Em Tarragona, na Espanha, o Beato <strong>Francisco de Jesus Maria e José</strong> (Francisco Palau Quer), presbítero da Ordem dos Carmelitas Descalços, que no seu ministério suportou graves perseguições e, acusado injustamente, foi mandado para a ilha de Ibiza e aí abandonado a si mesmo durante vários anos.</p>",(† 1872)
2024-03-20,"<p><strong>15.   </strong>Em Bilbau, no País Basco, região da Espanha, Santa <strong>Maria Josefa do Coração de Jesus </strong>(Maria Josefa Sancho de Guerra), virgem, fundadora da Congregação das Irmãs Servas de Jesus, que orientou especialmente para o cuidado dos enfermos e dos pobres.</p>",(† 1912)
2024-03-20,"<p><strong>16*.   </strong>Em L’viv, na Ucrânia, São <strong>José Bilczewski</strong>, bispo, que se dedicou com ardente caridade à edificação dos costumes e à formação doutrinal do clero e do povo e, no tempo da guerra, socorreu por todos os meios os pobres e os necessitados.</p>",(† 1923)
2024-03-21,"<p><strong>1.   </strong>No Egipto, São <strong>Serapião</strong>, anacoreta.</p>",(† data inc.)
2024-03-21,"<p><strong>2.   </strong>Comemoração dos santos <strong>mártires de Alexandria</strong>, que, no tempo do imperador Constâncio e do prefeito Filágrio, dentro das igrejas invadidas por arianos e pagãos, foram mortos na Sexta-Feira da Paixão do Senhor.</p>",(† 339)
2024-03-21,"<p><strong>3.   </strong>Em Lauconne, na Gália Lionense, actualmente na França, o dia natal de São <strong>Lupicino</strong>, abade, que, com o seu irmão São Romão, seguiu a observância da vida monástica nos montes Jura.</p>",(† 480)
2024-03-21,"<p><strong>4*.   </strong>Na Irlanda, Santo <strong>Endeu</strong>, abade, que fundou na ilha de Aran um cenóbio tão célebre que, pela sua fama, era chamada ilha dos Santos.</p>",(† c. 542)
2024-03-21,"<p><strong>5.   </strong>Em Montecassino, na Itália, o dia natal de São <strong>Bento</strong>, abade, cuja memória é celebrada no dia onze de Julho.</p>",(† 547)
2024-03-21,"<p><strong>6.   </strong>Em Constantinopla, hoje Istambul, na Turquia, a paixão de São <strong>Tiago Confessor</strong>, que lutou arduamente pelo culto das sagradas imagens e terminou a sua vida com um glorioso martírio.</p>",(† c. 824)
2024-03-21,"<p><strong>7.   </strong>Em Valence, no território de Vienne, na França, São <strong>João</strong>, bispo, anteriormente abade de Bonnevaux, que sofreu muitas adversidades pela defesa da justiça e ajudou com exímia caridade os camponeses, os pobres e os mercadores arruinados pelas dívidas.</p>",(† c.1145)
2024-03-21,"<p><strong>8.   </strong>Na região montanhosa de Ranft, perto de Sachseln, na Suíça, São <strong>Nicolau de Flüe</strong>, que, chamado por inspiração celeste a uma condição de vida mais perfeita, se separou da esposa e dos dez filhos e foi viver num monte como anacoreta. Famoso pela duríssima penitência e isolamento do mundo, apenas uma vez saiu da solidão, quando, perante a ameaça da guerra civil, com uma breve exortação conciliou os adversários.</p>",(† 1487)
2024-03-21,"<p><strong>9*.   </strong>Em Dorchester, na Inglaterra, o Beato <strong>Tomás Pilchard</strong>, presbítero e mártir, homem culto e afável, que, no reinado de Isabel I, foi condenado ao suplício da forca em ódio ao sacerdócio. Com ele comemora-se também <strong>Guilherme</strong> <strong>Pike</strong>, mártir, um carpinteiro, que no mesmo lugar e em dia desconhecido, por ordem da mesma rainha foi crudelissimamente dissecado por se ter reconciliado com a Igreja Romana.</p>",(† 1591)
